country_code,publication_year,journal_business_model,n_articles,n_oa_articles,n_ta_articles
AU,2018,Hybrid,46786,2143,3
DE,2018,Hybrid,77216,6779,32
NL,2018,Full OA,8594,6496,53
TW,2018,Full OA,6974,5505,0
ES,2018,Hybrid,44334,3491,3
EG,2018,Hybrid,15582,828,0
MY,2018,Hybrid,17753,1175,2
BG,2018,Hybrid,2392,190,0
KR,2018,Hybrid,45477,3223,0
BY,2018,Hybrid,1481,268,0
PT,2018,Hybrid,11004,934,1
CD,2018,Hybrid,216,38,0
SK,2018,Hybrid,3304,333,0
BD,2018,Hybrid,5168,279,1
CA,2018,Hybrid,50905,2804,1
GR,2018,Hybrid,8394,483,0
AR,2018,Hybrid,7251,333,0
IQ,2018,Full OA,3064,1576,0
SA,2018,Full OA,3486,2491,0
ID,2018,Full OA,28412,12348,0
UG,2018,Full OA,427,346,0
FR,2018,Hybrid,56431,3134,3
BR,2018,Hybrid,58153,4133,4
PK,2018,Hybrid,10273,771,1
CY,2018,Hybrid,1401,110,0
VE,2018,Hybrid,653,55,0
MY,2018,Full OA,5285,2573,0
SE,2018,Full OA,5836,4285,1
TH,2018,Full OA,2838,1753,0
DE,2018,Full OA,22813,16218,1
TN,2018,Hybrid,5431,238,0
AT,2018,Hybrid,9472,2601,1
UG,2018,Hybrid,666,112,0
IR,2018,Hybrid,37658,1507,2
TH,2018,Hybrid,7798,555,0
BR,2018,Full OA,48056,13117,0
CZ,2018,Hybrid,9963,778,3
PL,2018,Hybrid,30267,4202,1
LK,2018,Hybrid,1387,158,0
CY,2018,Full OA,409,230,0
AZ,2018,Full OA,183,42,0
LU,2018,Hybrid,653,73,1
BO,2018,Hybrid,325,51,0
NO,2018,Hybrid,8624,1051,0
LB,2018,Full OA,541,408,0
RU,2018,Full OA,17504,3189,0
MU,2018,Hybrid,169,11,0
CL,2018,Hybrid,6593,446,1
CM,2018,Hybrid,1226,120,0
CZ,2018,Full OA,4402,2016,0
CA,2018,Full OA,14665,10127,1
BE,2018,Full OA,4329,2915,0
GH,2018,Full OA,793,572,0
CH,2018,Full OA,5916,4117,0
CL,2018,Full OA,4307,1330,0
MU,2018,Full OA,44,18,0
RO,2018,Full OA,2841,1223,0
AT,2018,Full OA,3140,2234,0
EE,2018,Full OA,465,194,0
MX,2018,Full OA,8765,3059,0
AE,2018,Hybrid,2372,146,0
FI,2018,Hybrid,8278,1244,1
IL,2018,Hybrid,10130,369,0
TR,2018,Hybrid,38179,3319,2
IR,2018,Full OA,11472,4516,0
SG,2018,Full OA,2397,1664,0
UA,2018,Hybrid,12756,1719,1
TZ,2018,Full OA,391,315,0
DK,2018,Full OA,3934,2755,0
AR,2018,Full OA,5578,1183,0
BD,2018,Full OA,1372,763,0
RS,2018,Full OA,2922,723,0
MD,2018,Hybrid,228,93,0
NZ,2018,Full OA,1795,1184,0
QA,2018,Full OA,449,326,0
IQ,2018,Hybrid,4020,621,0
HU,2018,Full OA,2418,1025,0
EC,2018,Full OA,1671,308,0
IE,2018,Full OA,1726,1139,0
EG,2018,Full OA,6791,2621,0
UA,2018,Full OA,7396,1507,0
IL,2018,Full OA,2701,1762,0
HU,2018,Hybrid,5750,648,0
CO,2018,Hybrid,6516,464,1
PE,2018,Full OA,1688,260,0
CO,2018,Full OA,6729,911,0
CR,2018,Hybrid,657,81,0
LB,2018,Hybrid,1647,97,0
HK,2018,Hybrid,6695,232,1
PE,2018,Hybrid,2131,222,1
QA,2018,Hybrid,1308,120,0
CR,2018,Full OA,864,88,0
FI,2018,Full OA,2846,1842,0
EC,2018,Hybrid,2490,192,0
GR,2018,Full OA,2554,1609,0
KE,2018,Hybrid,2310,621,4
MX,2018,Hybrid,14774,1099,0
JO,2018,Full OA,601,412,0
VN,2018,Full OA,1319,735,0
IS,2018,Hybrid,551,48,0
KW,2018,Hybrid,846,61,0
SK,2018,Full OA,1838,744,0
AE,2018,Full OA,641,409,0
DZ,2018,Full OA,1229,372,0
XK,2018,Full OA,172,47,0
TW,2018,Hybrid,15181,896,2
ZM,2018,Hybrid,312,43,0
NG,2018,Hybrid,10526,916,1
GH,2018,Hybrid,1851,192,4
SD,2018,Full OA,212,132,0
NO,2018,Full OA,3929,2675,0
IE,2018,Hybrid,7082,475,0
AM,2018,Full OA,255,58,0
ET,2018,Full OA,1505,1228,0
BO,2018,Full OA,237,24,0
BJ,2018,Hybrid,467,52,0
MN,2018,Full OA,216,81,0
UZ,2018,Hybrid,671,61,0
TJ,2018,Hybrid,634,85,0
SN,2018,Hybrid,413,36,0
SI,2018,Full OA,1329,499,0
DZ,2018,Hybrid,4781,197,0
NI,2018,Full OA,167,5,0
MK,2018,Full OA,209,44,0
MV,2018,Hybrid,55,2,0
MA,2018,Full OA,1093,567,0
SV,2018,Hybrid,102,5,0
RE,2018,Full OA,43,31,0
LK,2018,Full OA,761,380,0
AM,2018,Hybrid,661,86,0
PA,2018,Hybrid,248,24,0
TJ,2018,Full OA,300,17,0
PH,2018,Hybrid,1973,220,0
MZ,2018,Hybrid,288,31,0
VN,2018,Hybrid,4194,243,0
NC,2018,Hybrid,62,12,0
BA,2018,Full OA,553,129,0
CM,2018,Full OA,442,308,0
HR,2018,Hybrid,3058,206,0
SN,2018,Full OA,152,88,0
CU,2018,Hybrid,608,51,0
NZ,2018,Hybrid,6850,366,0
UY,2018,Full OA,584,154,0
RS,2018,Hybrid,3534,324,0
ZM,2018,Full OA,132,102,0
KZ,2018,Hybrid,1830,174,0
KH,2018,Full OA,154,65,0
BI,2018,Full OA,46,10,0
WS,2018,Hybrid,8,0,0
BT,2018,Hybrid,34,3,0
BY,2018,Full OA,423,76,0
BF,2018,Hybrid,306,42,0
ET,2018,Hybrid,2177,341,3
CG,2018,Full OA,14,6,0
KZ,2018,Full OA,500,162,0
SI,2018,Hybrid,2360,215,0
GY,2018,Hybrid,56,2,0
BG,2018,Full OA,913,301,0
YE,2018,Hybrid,395,29,0
LV,2018,Hybrid,1143,58,0
MA,2018,Hybrid,3890,267,0
SD,2018,Hybrid,610,82,0
MO,2018,Hybrid,839,22,0
GU,2018,Hybrid,32,5,0
LT,2018,Full OA,1661,507,0
MG,2018,Hybrid,106,16,0
PH,2018,Full OA,620,255,0
KE,2018,Full OA,686,519,0
JO,2018,Hybrid,2470,169,0
UY,2018,Hybrid,736,32,0
HR,2018,Full OA,2149,509,0
HN,2018,Full OA,77,14,0
MZ,2018,Full OA,218,94,0
LT,2018,Hybrid,1785,136,0
ZW,2018,Full OA,197,140,0
MW,2018,Full OA,155,112,0
ML,2018,Hybrid,154,17,0
ZW,2018,Hybrid,483,56,1
KH,2018,Hybrid,247,27,0
AZ,2018,Hybrid,978,95,0
MW,2018,Hybrid,195,36,0
KN,2018,Hybrid,64,6,0
LU,2018,Full OA,186,121,0
SS,2018,Hybrid,274,23,0
PY,2018,Full OA,329,20,0
MC,2018,Hybrid,52,1,0
CI,2018,Full OA,122,77,0
BF,2018,Full OA,131,98,0
TN,2018,Full OA,863,484,0
ME,2018,Full OA,219,70,0
TZ,2018,Hybrid,750,94,0
NP,2018,Hybrid,1943,109,0
IS,2018,Full OA,227,124,0
PA,2018,Full OA,166,66,0
GT,2018,Hybrid,209,32,0
MG,2018,Full OA,64,52,0
BA,2018,Hybrid,751,92,0
BW,2018,Hybrid,320,20,0
PY,2018,Hybrid,205,19,0
EE,2018,Hybrid,1076,95,0
FJ,2018,Hybrid,155,15,0
LA,2018,Hybrid,74,7,0
AG,2018,Hybrid,44,2,0
MO,2018,Full OA,281,214,0
MM,2018,Hybrid,258,24,0
JM,2018,Full OA,36,22,0
NI,2018,Hybrid,180,7,0
CG,2018,Hybrid,99,5,0
BN,2018,Hybrid,204,24,0
GE,2018,Full OA,181,48,0
MN,2018,Hybrid,339,95,0
BW,2018,Full OA,125,97,0
LY,2018,Full OA,118,45,0
VE,2018,Full OA,452,51,0
PS,2018,Full OA,175,110,0
MT,2018,Hybrid,436,42,0
CI,2018,Hybrid,627,50,0
FO,2018,Hybrid,23,3,0
RE,2018,Hybrid,85,6,0
LC,2018,Full OA,1,0,0
CU,2018,Full OA,400,98,0
LV,2018,Full OA,418,157,0
AL,2018,Hybrid,350,36,0
PR,2018,Hybrid,515,40,0
SY,2018,Full OA,119,60,0
KW,2018,Full OA,286,173,0
MK,2018,Hybrid,569,54,1
MD,2018,Full OA,110,36,0
BH,2018,Full OA,87,48,0
SY,2018,Hybrid,250,22,0
DO,2018,Full OA,98,8,0
CW,2018,Full OA,9,3,0
OM,2018,Hybrid,730,40,0
AF,2018,Hybrid,87,7,0
MS,2018,Hybrid,20,1,0
GD,2018,Hybrid,112,4,0
VG,2018,Full OA,3,2,0
JM,2018,Hybrid,142,14,0
CW,2018,Hybrid,28,0,0
NE,2018,Full OA,33,18,0
BH,2018,Hybrid,315,25,0
YE,2018,Full OA,170,74,0
BJ,2018,Full OA,118,70,0
RW,2018,Hybrid,212,26,0
PS,2018,Hybrid,428,34,0
KG,2018,Hybrid,190,19,0
ME,2018,Hybrid,202,14,0
GE,2018,Hybrid,411,34,0
NA,2018,Hybrid,152,14,0
TT,2018,Full OA,90,61,0
AG,2018,Full OA,41,6,0
MM,2018,Full OA,95,63,0
PG,2018,Hybrid,46,8,0
MT,2018,Full OA,101,49,0
MR,2018,Hybrid,20,1,0
NC,2018,Full OA,22,18,0
TT,2018,Hybrid,175,13,0
KG,2018,Full OA,57,18,0
UZ,2018,Full OA,126,31,0
ML,2018,Full OA,55,34,0
GA,2018,Full OA,38,29,0
KN,2018,Full OA,15,13,0
VG,2018,Hybrid,82,0,0
MP,2018,Hybrid,2,0,0
LI,2018,Hybrid,50,2,0
BN,2018,Full OA,69,36,0
MC,2018,Full OA,17,13,0
BB,2018,Hybrid,49,4,0
GW,2018,Full OA,20,9,0
HN,2018,Hybrid,108,3,0
GP,2018,Hybrid,47,5,0
PF,2018,Hybrid,44,5,0
GT,2018,Full OA,106,26,0
RW,2018,Full OA,89,68,0
LI,2018,Full OA,8,4,0
SX,2018,Full OA,1,1,0
OM,2018,Full OA,319,132,0
GU,2018,Full OA,17,12,0
MR,2018,Full OA,10,10,0
KY,2018,Hybrid,16,1,0
SM,2018,Full OA,2,2,0
FJ,2018,Full OA,33,23,0
DO,2018,Hybrid,126,31,0
GF,2018,Hybrid,46,2,0
SO,2018,Hybrid,34,2,0
SS,2018,Full OA,106,25,0
CD,2018,Full OA,68,49,0
NE,2018,Hybrid,119,13,0
XK,2018,Hybrid,250,14,0
GM,2018,Hybrid,37,14,0
BI,2018,Hybrid,126,12,0
SZ,2018,Hybrid,26,4,0
TG,2018,Hybrid,153,13,0
BT,2018,Full OA,31,16,0
MQ,2018,Hybrid,44,3,0
BS,2018,Hybrid,33,3,0
ST,2018,Full OA,19,3,0
PR,2018,Full OA,322,137,0
SV,2018,Full OA,95,6,0
GF,2018,Full OA,46,31,0
ST,2018,Hybrid,15,1,0
SL,2018,Full OA,21,11,0
AO,2018,Hybrid,45,5,0
GA,2018,Hybrid,65,4,0
PF,2018,Full OA,13,8,0
GD,2018,Full OA,20,15,0
ER,2018,Full OA,13,10,0
LR,2018,Full OA,11,7,0
GP,2018,Full OA,28,14,0
PW,2018,Full OA,2,0,0
DM,2018,Full OA,3,2,0
MV,2018,Full OA,12,9,0
SC,2018,Hybrid,9,0,0
SX,2018,Hybrid,7,0,0
LS,2018,Hybrid,34,4,0
SL,2018,Hybrid,32,6,0
VC,2018,Hybrid,4,1,0
ER,2018,Hybrid,39,7,0
GN,2018,Hybrid,41,5,0
AL,2018,Full OA,99,38,0
TM,2018,Hybrid,32,4,0
TG,2018,Full OA,47,30,0
CF,2018,Hybrid,20,1,0
LA,2018,Full OA,32,22,0
MF,2018,Hybrid,2,0,0
GW,2018,Hybrid,20,1,1
BS,2018,Full OA,4,2,0
GY,2018,Full OA,9,4,0
BZ,2018,Hybrid,10,3,0
AF,2018,Full OA,31,24,0
NA,2018,Full OA,23,20,0
GN,2018,Full OA,9,4,0
LC,2018,Hybrid,15,0,0
PW,2018,Hybrid,10,1,0
DM,2018,Hybrid,12,1,0
GI,2018,Hybrid,25,0,0
KP,2018,Hybrid,40,3,0
TD,2018,Hybrid,19,3,0
AW,2018,Full OA,3,2,0
GM,2018,Full OA,32,28,0
VA,2018,Hybrid,19,0,0
FM,2018,Hybrid,2,0,0
PG,2018,Full OA,11,6,0
LR,2018,Hybrid,21,2,0
IM,2018,Full OA,5,3,0
JE,2018,Full OA,1,0,0
AO,2018,Full OA,36,3,0
VI,2018,Hybrid,12,0,0
DJ,2018,Full OA,2,1,0
HT,2018,Full OA,8,6,0
KP,2018,Full OA,16,4,0
TL,2018,Hybrid,11,0,0
GL,2018,Hybrid,23,4,0
FO,2018,Full OA,10,9,0
MQ,2018,Full OA,12,6,0
CF,2018,Full OA,9,7,0
AW,2018,Hybrid,11,1,0
VI,2018,Full OA,4,2,0
IM,2018,Hybrid,11,0,0
FK,2018,Full OA,4,0,0
SR,2018,Hybrid,18,0,0
SJ,2018,Hybrid,8,1,0
SZ,2018,Full OA,13,9,0
SR,2018,Full OA,8,5,0
HT,2018,Hybrid,15,1,0
GI,2018,Full OA,1,1,0
TD,2018,Full OA,8,5,0
LS,2018,Full OA,10,7,0
CV,2018,Full OA,16,4,0
SJ,2018,Full OA,1,0,0
GL,2018,Full OA,18,13,0
TM,2018,Full OA,3,1,0
BZ,2018,Full OA,4,2,0
SO,2018,Full OA,7,3,0
BM,2018,Hybrid,6,1,0
TO,2018,Hybrid,3,1,0
BB,2018,Full OA,21,6,0
VU,2018,Hybrid,8,0,0
KI,2018,Hybrid,1,0,0
CV,2018,Hybrid,7,0,0
MF,2018,Full OA,1,0,0
AX,2018,Hybrid,2,0,0
FK,2018,Hybrid,9,0,0
VU,2018,Full OA,1,1,0
SM,2018,Hybrid,8,0,0
DJ,2018,Hybrid,9,0,0
BM,2018,Full OA,3,3,0
KY,2018,Full OA,3,1,0
SC,2018,Full OA,3,2,0
BQ,2018,Hybrid,1,0,0
MS,2018,Full OA,1,0,0
TL,2018,Full OA,4,1,0
MP,2018,Full OA,2,1,0
AS,2018,Hybrid,3,0,0
TC,2018,Hybrid,1,1,0
AD,2018,Hybrid,1,0,0
AD,2018,Full OA,1,0,0
VA,2018,Full OA,4,0,0
JE,2018,Hybrid,3,1,0
VC,2018,Full OA,1,0,0
